Extruder 1 current,Extruder speed,Extruder 1 head pressure,Extruder 1 head temperature,Calender 1 current,Calender 1 speed,Calender 1 film temperature,Calender 1 drive side roller distance,Calender 1 operation side roller distance,"Calender 1 drive side
Upper chamber pressure","Calvestor 1 drive side
Lower chamber pressure ","Calender 1 operating side
Upper chamber pressure ","Calves 1 operating side
Lower chamber pressure",calender width,Thickness measurement drive side,thickness measurement operation side
332.21,18.41,3.47,88.42,41.91,15.7,102.08,1.29,1.28,46.08,42.5,37.67,43.86,719.4,1.21,1.28
327.14,18.42,3.47,88.42,41.91,15.7,102.23,1.29,1.28,45.33,42.07,37.18,43.59,719.6,1.21,1.28
333.09,18.35,3.46,88.42,41.97,15.7,101.89,1.28,1.28,45.37,41.41,36.86,42.66,720.2,1.21,1.28
341.56,18.36,3.46,88.42,42.01,15.7,101.93,1.29,1.28,44.09,40.67,35.34,41.95,720.4,1.21,1.28
335.72,18.41,3.47,88.42,42.07,15.7,102.26,1.28,1.28,50.42,47.24,40.79,47.63,720.2,1.21,1.28
335.94,18.38,3.48,88.42,42.09,15.7,102.04,1.29,1.28,39.67,35.39,31.1,37.15,720.5,1.21,1.28
347.98,18.33,3.48,88.42,42.1,15.7,102.03,1.29,1.28,45.83,42.32,37.5,44.06,720.5,1.22,1.29
343.2,18.43,3.48,88.42,42.15,15.7,102.34,1.28,1.28,46.79,43.09,38.42,44.7,719.9,1.22,1.29
333.93,18.43,3.49,88.42,42.13,15.7,102.12,1.29,1.28,58.92,56.05,51.29,57.53,720.2,1.22,1.29
340.5,18.35,3.49,88.42,42.09,15.7,101.82,1.29,1.28,45.97,42.2,36.09,42.91,720,1.22,1.29
343.2,18.39,3.48,88.43,42.14,15.7,101.93,1.28,1.28,44.81,40.73,36.32,42.48,719.5,1.22,1.29
330.39,18.44,3.48,88.43,42.2,15.7,102.12,1.28,1.28,45.04,41.38,36.94,43.32,720,1.21,1.29
330.75,18.38,3.47,88.43,42.23,15.7,101.86,1.29,1.28,48.11,43.75,40.44,46.52,720.2,1.22,1.29
337.98,18.36,3.46,88.42,42.21,15.7,101.94,1.28,1.28,45.56,41.51,37.23,43.39,720.1,1.22,1.29
336.08,18.41,3.47,88.42,42.21,15.7,102.18,1.28,1.28,48.35,44.58,39.71,45.91,720.4,1.22,1.29
331.27,18.4,3.47,88.43,42.18,15.7,101.97,1.28,1.28,44.11,40.74,36.5,42.79,720,1.22,1.29
337.54,18.36,3.47,88.43,42.1,15.7,101.96,1.28,1.28,46.7,42.71,38.26,44.26,720.2,1.22,1.29
334.44,18.41,3.47,88.43,42.08,15.7,102.13,1.28,1.28,50.8,47.1,41.92,47.87,720.2,1.22,1.29
330.79,18.41,3.46,88.43,42.03,15.7,102.04,1.28,1.28,44.26,40.53,35.5,41.88,719.6,1.22,1.29
337.4,18.35,3.46,88.42,41.96,15.7,101.85,1.28,1.28,48.2,44.46,40.2,46.19,719.4,1.22,1.29
339.55,18.39,3.45,88.43,41.93,15.7,102.08,1.28,1.28,47.14,43.66,38.89,45.24,719.6,1.22,1.29
333.75,18.42,3.45,88.43,41.91,15.7,102.1,1.28,1.28,46.63,42.66,37.94,43.83,719.4,1.22,1.29
325.83,18.41,3.46,88.43,41.93,15.7,101.8,1.28,1.28,46.88,43.13,38.27,44.2,720,1.22,1.29
332.76,18.41,3.45,88.43,41.88,15.7,101.86,1.28,1.28,40.24,38.23,34.55,41.39,720,1.22,1.29
332.76,18.41,3.45,88.43,41.83,15.7,102.03,1.28,1.28,48.76,44.88,40.4,46.05,720,1.22,1.29
322.98,18.43,3.45,88.43,41.8,15.7,101.77,1.28,1.28,47.02,43.63,38.78,44.85,720.4,1.22,1.29
335.21,18.33,3.45,88.42,41.76,15.7,101.88,1.29,1.28,39.97,37.84,33.64,39.67,720.2,1.22,1.29
328.16,18.44,3.45,88.43,41.75,15.7,102.19,1.28,1.28,45.59,42.91,37.84,44.04,720.2,1.22,1.29
319.88,18.43,3.45,88.43,41.73,15.7,102.13,1.28,1.28,43.07,39.71,35.26,41.17,720.2,1.22,1.29
326.3,18.36,3.45,88.43,41.62,15.7,101.87,1.28,1.28,45.33,41.96,37.68,43.33,719.3,1.22,1.29
333.02,18.37,3.44,88.43,41.5,15.7,102.05,1.28,1.28,44.68,41.78,37.72,43.41,719.4,1.22,1.29
330.64,18.4,3.44,88.43,41.45,15.7,102.16,1.29,1.28,50.14,47.19,42.95,48.27,719.6,1.22,1.29
328.6,18.4,3.45,88.43,41.49,15.7,101.83,1.28,1.28,46.33,43.22,38.13,44.76,719.5,1.22,1.29
331.27,18.36,3.45,88.43,41.55,15.7,102,1.28,1.28,45.23,47.01,41.5,46.8,720.1,1.22,1.29
327.47,18.41,3.46,88.43,41.58,15.7,102.2,1.28,1.28,48.07,44.86,40.38,46.14,719.9,1.22,1.29
322.29,18.41,3.46,88.43,41.64,15.7,101.9,1.28,1.28,45.08,42.1,37.47,43.37,719.9,1.22,1.29
328.86,18.35,3.46,88.43,41.65,15.7,101.78,1.28,1.28,52.93,49.46,45.37,50.48,720.2,1.22,1.29
336.48,18.36,3.46,88.43,41.64,15.7,102.05,1.28,1.28,48.81,45.61,41.51,47.07,719.9,1.22,1.3
329.77,18.42,3.46,88.43,41.64,15.7,102.08,1.28,1.28,45.61,42.27,37.81,43.81,719.9,1.22,1.29
330.06,18.38,3.47,88.43,41.58,15.7,101.85,1.28,1.28,63.39,58.83,53.41,58.92,719.8,1.22,1.29
336.85,18.37,3.46,88.43,41.56,15.7,102.09,1.28,1.28,47.27,43.77,39.01,44.98,719,1.22,1.29
329.44,18.42,3.46,88.43,41.59,15.7,102.17,1.28,1.28,40.96,38.2,33.53,39.43,719.5,1.22,1.29
325.68,18.39,3.45,88.44,41.65,15.7,101.84,1.29,1.28,44.54,41.19,36.65,42.51,719.6,1.22,1.29
324.59,18.46,3.45,88.44,41.7,15.7,101.84,1.29,1.28,41.6,37.67,32.9,38.78,720,1.22,1.29
324.59,18.46,3.45,88.44,41.72,15.7,102.19,1.28,1.28,43.22,39.87,35.59,41.19,720.3,1.22,1.29
323.31,18.39,3.45,88.44,41.7,15.7,102.2,1.29,1.28,58.52,55.86,49.33,55.26,720.5,1.22,1.29
333.89,18.33,3.45,88.44,41.63,15.7,101.99,1.29,1.27,45.34,41.86,37.45,43.23,720.5,1.22,1.29
335.46,18.4,3.45,88.44,41.57,15.7,102.17,1.28,1.28,43.46,39.74,35.65,41.44,720.6,1.22,1.29
325.9,18.44,3.45,88.44,41.53,15.7,102.25,1.29,1.28,45.98,42.82,38.11,44.08,720,1.22,1.29
322.65,18.39,3.45,88.44,41.49,15.7,101.84,1.28,1.28,36.06,33.65,30.21,35.89,719.8,1.22,1.29
334.88,18.34,3.45,88.44,41.45,15.7,101.83,1.28,1.28,45.56,42.5,37.67,43.83,720.3,1.21,1.28
337.73,18.37,3.45,88.44,41.46,15.7,102.06,1.28,1.28,51.14,48.74,43.93,50.06,719.4,1.21,1.28
331.48,18.42,3.45,88.44,41.57,15.7,101.93,1.28,1.28,46.01,43.06,38.93,44.79,719.7,1.21,1.28
334.29,18.37,3.45,88.44,41.57,15.7,101.84,1.28,1.28,44.66,41.25,36.63,42.6,719.8,1.21,1.28
338.56,18.38,3.45,88.44,41.54,15.7,102.15,1.28,1.28,46.52,43.77,38.65,44.75,719.7,1.21,1.28
330.79,18.42,3.45,88.44,41.47,15.7,102.22,1.28,1.28,48.83,46.71,42.08,48.04,719.8,1.21,1.28
329.44,18.38,3.44,88.44,41.4,15.7,101.88,1.28,1.28,45.98,42.4,36.42,42.74,719.9,1.21,1.28
338.71,18.36,3.44,88.44,41.35,15.7,101.93,1.29,1.28,42.89,40.38,35.55,41.72,719.9,1.22,1.29
334.08,18.41,3.44,88.45,41.38,15.7,102.15,1.29,1.28,43.4,40.86,35.88,42.04,719.9,1.21,1.29
332.18,18.39,3.45,88.44,41.41,15.7,101.93,1.29,1.28,46.91,43.48,39.14,44.67,719.5,1.21,1.28
338.46,18.36,3.46,88.44,41.46,15.7,101.89,1.29,1.28,46.39,43.25,38.26,44.44,719.4,1.21,1.28
342.84,18.37,3.46,88.45,41.49,15.7,102.21,1.29,1.28,43.45,40.32,35.5,41.43,719.6,1.21,1.28
330.1,18.45,3.46,88.45,41.52,15.7,102.17,1.29,1.28,42.63,39.39,34.71,41.12,719.6,1.21,1.28
334.66,18.35,3.46,88.45,41.56,15.7,101.79,1.28,1.28,46.37,42.91,38.42,44.2,719.9,1.21,1.28
340.24,18.38,3.46,88.45,41.54,15.7,101.87,1.29,1.28,46.09,42.89,38.62,44.03,720,1.21,1.28
330.64,18.43,3.46,88.45,41.57,15.7,102.11,1.28,1.28,44.24,41.73,36.48,42.94,720.2,1.21,1.28
332.65,18.37,3.46,88.45,41.61,15.7,101.88,1.28,1.28,44.59,41.51,36.62,42.78,720.5,1.21,1.28
346.19,18.33,3.46,88.45,41.65,15.7,101.89,1.29,1.28,43.5,40.41,36.87,42.06,720.4,1.22,1.29
346.16,18.39,3.45,88.45,41.65,15.7,102.18,1.28,1.28,43.31,39.6,35.19,40.64,720.2,1.22,1.28
331.78,18.45,3.46,88.45,41.65,15.7,102.01,1.29,1.28,46.3,42.61,37.69,43.89,720,1.21,1.28
336.05,18.37,3.46,88.45,41.57,15.7,101.82,1.29,1.28,45.56,42.38,37.1,43.74,719.5,1.21,1.28
338.67,18.38,3.45,88.45,41.52,15.7,102.1,1.28,1.28,43.92,40.68,35.97,42.01,719.9,1.21,1.28
334.81,18.41,3.45,88.45,41.54,15.7,102.28,1.28,1.28,44.86,41.51,36.65,42.51,720.1,1.21,1.28
339.73,18.35,3.45,88.45,41.61,15.7,101.97,1.28,1.28,44.6,40.99,36.39,42.33,720.1,1.21,1.28
344.19,18.38,3.45,88.45,41.64,15.7,102.01,1.28,1.28,44.15,40.7,36.47,42.21,720.3,1.21,1.28
341.08,18.39,3.46,88.45,41.7,15.7,102.28,1.29,1.28,49.4,45.82,41.31,47.19,720.2,1.21,1.28
345.03,18.38,3.46,88.45,41.73,15.7,102.03,1.28,1.28,47.51,43.78,38.97,45.11,720.4,1.21,1.28
347.95,18.37,3.46,88.45,41.72,15.7,101.93,1.28,1.28,50.13,46.53,41.77,47.73,720,1.21,1.28
337.91,18.44,3.46,88.45,41.72,15.7,102.09,1.29,1.28,46.98,47.33,40.13,47.43,719.8,1.21,1.28
334.19,18.41,3.46,88.45,41.66,15.7,102.05,1.29,1.28,43.6,40.21,35.82,41.97,719.5,1.21,1.28
339.04,18.36,3.46,88.45,41.61,15.7,101.76,1.29,1.28,52.73,49.15,44.1,50.68,719.7,1.21,1.28
339.37,18.4,3.46,88.45,41.63,15.7,102.09,1.29,1.28,44.51,41.37,36.95,42.99,719.5,1.21,1.28
335.43,18.4,3.46,88.45,41.7,15.7,102.3,1.29,1.28,47.36,44.13,39.08,45.65,719.9,1.21,1.28
336.12,18.38,3.45,88.46,41.75,15.7,101.93,1.28,1.28,46.42,43.12,38.02,44.36,720.1,1.21,1.28
343.13,18.36,3.45,88.46,41.76,15.7,101.86,1.29,1.28,29.53,29.15,23.7,31.27,720.4,1.21,1.28
339.48,18.41,3.46,88.45,41.75,15.7,102.14,1.28,1.28,45.52,42.3,37.72,44.01,720.8,1.21,1.28
334.99,18.4,3.46,88.45,41.73,15.7,102.03,1.28,1.28,45.53,42.08,36.92,43.44,720.6,1.21,1.28
340.65,18.36,3.47,88.45,41.74,15.7,101.93,1.28,1.28,49.81,45.66,41.64,47.48,720.4,1.21,1.28
340.97,18.39,3.48,88.46,41.78,15.7,102.16,1.29,1.28,55.27,51.78,47.18,53.38,720.3,1.21,1.28
333.71,18.43,3.48,88.45,41.83,15.7,102.1,1.28,1.28,43.76,40.17,35.97,41.64,719.9,1.21,1.28
336.23,18.37,3.48,88.45,41.85,15.7,101.71,1.29,1.28,46.88,43.21,39.15,45.1,719.7,1.21,1.28
342.29,18.37,3.47,88.46,41.9,15.7,101.75,1.28,1.28,44.89,41.34,37.24,42.97,719.7,1.21,1.28
338.6,18.4,3.47,88.46,41.94,15.7,102.03,1.28,1.28,48.52,45.1,40.18,46.53,719.8,1.21,1.28
338.2,18.38,3.47,88.46,41.94,15.7,101.93,1.29,1.28,46.04,42.73,38.02,44.46,720,1.21,1.28
347.25,18.34,3.46,88.46,41.93,15.7,101.93,1.29,1.28,45.85,42.11,38,44.17,720,1.21,1.28
342.69,18.39,3.47,88.45,41.86,15.7,102.25,1.29,1.28,44.28,40.46,36.44,41.89,720.2,1.21,1.29
342.69,18.39,3.47,88.45,41.86,15.7,102.25,1.29,1.28,44.28,40.46,36.44,41.89,720.2,1.21,1.29
350.72,18.34,3.47,88.46,41.93,15.7,102.02,1.29,1.28,44.48,40.7,36.68,42.51,720.3,1.22,1.29
348.13,18.43,3.48,88.46,42.01,15.7,102.07,1.29,1.28,49.24,45.77,41.36,47.27,719.8,1.22,1.29
329.95,18.47,3.48,88.46,42.04,15.7,102.14,1.28,1.28,33.29,30.71,25,32.24,719.7,1.21,1.29
333.13,18.38,3.48,88.46,42.02,15.7,101.79,1.28,1.28,45.68,42.01,37.12,43.74,719.5,1.21,1.28
333.6,18.4,3.47,88.46,41.96,15.7,101.84,1.29,1.28,45.1,41.44,36.83,43.23,719.5,1.21,1.28
330.43,18.4,3.47,88.46,41.97,15.7,102.14,1.28,1.28,45.46,41.99,37.93,43.8,719.5,1.21,1.28
329.51,18.39,3.47,88.46,41.97,15.7,101.96,1.28,1.28,39.51,36.02,30.36,37.46,719.7,1.21,1.28
339.55,18.34,3.47,88.46,42.01,15.7,101.73,1.29,1.28,44.63,41.07,36.89,43.13,719.8,1.21,1.28
339.59,18.39,3.47,88.46,42.06,15.7,101.93,1.29,1.28,53.9,50.31,45.73,52.64,719.7,1.21,1.28
333.78,18.42,3.48,88.46,42.12,15.7,102.01,1.28,1.28,60.19,55.54,50.63,56.57,720.1,1.22,1.28
331.63,18.39,3.48,88.46,42.17,15.7,101.84,1.28,1.28,44.95,41.04,36.55,42.71,720,1.22,1.29
338.56,18.36,3.48,88.46,42.17,15.7,102.09,1.29,1.28,43.87,40.37,35.43,41.17,719.7,1.22,1.29
334.29,18.41,3.48,88.46,42.13,15.7,102.26,1.28,1.28,48.39,45.06,39.9,46.73,719.4,1.22,1.29
334.26,18.38,3.48,88.46,42.09,15.7,101.86,1.28,1.28,39.56,36.47,32.5,38.42,719.1,1.22,1.29
339.15,18.37,3.48,88.46,42.05,15.7,101.9,1.28,1.28,50.53,47.76,42.5,49.23,719.3,1.21,1.28
333.93,18.42,3.48,88.46,42.1,15.7,102.12,1.29,1.28,32.02,28.89,25.05,31.36,719.5,1.21,1.28
327.29,18.41,3.47,88.46,42.17,15.7,101.95,1.29,1.28,52.34,48.95,45.26,51.06,719.7,1.21,1.28
337.76,18.33,3.47,88.46,42.17,15.7,101.88,1.29,1.28,45.89,40.68,35.71,42.31,719.8,1.21,1.28
332.32,18.41,3.46,88.46,42.08,15.7,102.18,1.29,1.28,56.82,54.2,49.84,55.76,720.2,1.22,1.29
332.32,18.41,3.46,88.46,42.08,15.7,102.18,1.29,1.28,56.82,54.2,49.84,55.76,720.2,1.22,1.29
335.43,18.36,3.46,88.46,42,15.7,101.81,1.28,1.28,45.4,41.54,37.27,43.56,720.1,1.22,1.29
346.85,18.34,3.46,88.46,41.93,15.7,101.88,1.28,1.28,36.35,34.03,28.75,35.78,720.1,1.22,1.29
338.67,18.43,3.46,88.46,41.87,15.7,102.03,1.29,1.28,52.99,49,44.02,49.89,719.9,1.22,1.29
330.39,18.43,3.46,88.46,41.84,15.7,101.8,1.28,1.28,44.47,40.37,36.08,42.15,719.6,1.22,1.29
338.82,18.36,3.46,88.46,41.82,15.7,101.89,1.29,1.28,46.9,43.08,38.24,44.61,719.5,1.22,1.29
332.47,18.43,3.45,88.46,41.81,15.7,102.24,1.28,1.28,44.96,40.31,35.95,41.76,720.1,1.22,1.29
324.15,18.42,3.45,88.46,41.83,15.7,101.98,1.29,1.28,45.41,41.52,37.12,43.11,720.2,1.22,1.29
331.41,18.36,3.45,88.46,41.77,15.7,101.67,1.28,1.28,41.38,38.76,33.42,40.06,720,1.22,1.29
329.66,18.41,3.45,88.47,41.68,15.7,101.94,1.28,1.28,47.72,44.05,39.13,45.21,720.2,1.22,1.29
322.47,18.43,3.45,88.46,41.6,15.7,102.04,1.28,1.28,45.11,42.34,36.46,42.9,720.3,1.22,1.29
325.06,18.37,3.45,88.46,41.56,15.7,101.86,1.28,1.28,40.47,37.3,32.69,39,720.4,1.22,1.29
336.08,18.34,3.45,88.46,41.52,15.7,102.07,1.28,1.28,44.17,40.71,36.55,42.24,720.1,1.22,1.29
334.95,18.4,3.45,88.46,41.53,15.7,102.23,1.28,1.28,44.9,41.41,36.62,42.77,720,1.22,1.29
330.9,18.4,3.45,88.46,41.52,15.7,101.86,1.28,1.28,44.43,40.86,36.21,42.17,719.8,1.22,1.29
338.6,18.35,3.46,88.47,41.51,15.7,101.74,1.29,1.28,45.4,42.22,37.31,43.38,719.5,1.22,1.29
340.72,18.37,3.46,88.46,41.56,15.7,101.99,1.28,1.28,42.28,38.58,34.99,40.44,719.7,1.22,1.29
335.35,18.41,3.46,88.47,41.56,15.7,101.94,1.28,1.28,47.18,43.04,38.68,44.71,719.9,1.22,1.29
338.2,18.38,3.46,88.47,41.57,15.7,101.82,1.29,1.28,51.62,48.29,43.07,49.14,719.9,1.22,1.29
337.58,18.4,3.46,88.47,41.55,15.7,102.11,1.29,1.28,47.01,43.8,38.92,45.02,719.7,1.22,1.29
332.8,18.42,3.46,88.47,41.58,15.7,102.14,1.29,1.28,44.69,40.86,36.35,42.18,719.8,1.22,1.29
329.59,18.4,3.46,88.47,41.62,15.7,101.79,1.28,1.27,43.9,40.25,35.71,41.55,719.7,1.22,1.29
340.75,18.34,3.46,88.47,41.69,15.7,101.84,1.28,1.28,43.58,40.88,37.26,42.84,719.8,1.22,1.29
335.94,18.42,3.47,88.47,41.75,15.7,101.98,1.28,1.28,43.72,40.34,35.56,41.91,719.4,1.22,1.29
329.99,18.4,3.48,88.47,41.78,15.7,101.81,1.29,1.28,43.05,38.97,34.01,40.36,719.3,1.22,1.29
341.74,18.34,3.49,88.47,41.81,15.7,101.78,1.29,1.28,45.98,42.08,37.83,43.92,719.3,1.22,1.29
332.03,18.44,3.48,88.47,41.84,15.7,102.15,1.29,1.28,53.26,48.94,43.37,50.18,719.6,1.22,1.29
324.22,18.43,3.47,88.47,41.83,15.7,102.21,1.29,1.28,45.62,41.99,37.53,43.79,719.5,1.22,1.29
324.22,18.43,3.47,88.47,41.83,15.7,102.21,1.29,1.28,45.62,41.99,37.53,43.79,719.5,1.22,1.29
324.22,18.43,3.47,88.47,41.83,15.7,102.21,1.29,1.28,45.62,41.99,37.53,43.79,719.5,1.22,1.29
336.81,18.41,3.44,88.47,41.72,15.7,102.21,1.29,1.28,46.3,42.91,37.92,44.22,720.1,1.22,1.29
328.6,18.42,3.45,88.47,41.73,15.7,101.98,1.28,1.28,46.04,43.06,38.98,44.85,720.3,1.22,1.29
333.38,18.36,3.45,88.47,41.7,15.7,101.99,1.29,1.28,44.01,40.26,35.62,41.55,720,1.22,1.29
334.51,18.39,3.46,88.47,41.62,15.7,102.32,1.28,1.28,45.69,42.53,38.19,43.92,719.6,1.22,1.29
330.43,18.41,3.45,88.47,41.53,15.7,102.21,1.28,1.28,45.85,42.05,37.5,43.33,719.7,1.21,1.28
333.86,18.36,3.46,88.47,41.54,15.7,101.96,1.29,1.28,44.31,40.71,36.19,42.38,719.7,1.21,1.28
339.29,18.38,3.46,88.47,41.57,15.7,102.16,1.29,1.28,43.54,41.36,37.18,43.19,719.9,1.21,1.28
335.35,18.4,3.46,88.47,41.68,15.7,102.28,1.29,1.28,42.02,39.18,33.91,40.95,720.2,1.21,1.28
334.4,18.39,3.46,88.47,41.76,15.7,101.96,1.29,1.28,45.44,43.05,37.87,44.47,720.4,1.21,1.28
343.42,18.35,3.47,88.47,41.8,15.7,102.07,1.29,1.28,50.16,47.64,42.71,48.9,720.4,1.21,1.28
338.42,18.42,3.47,88.47,41.81,15.7,102.34,1.29,1.28,43.63,40.47,35.86,41.91,720.5,1.21,1.28
333.42,18.41,3.47,88.47,41.8,15.7,102.15,1.28,1.28,45.29,41.48,36,42.26,720.5,1.21,1.28
337.54,18.37,3.47,88.47,41.78,15.7,102.06,1.29,1.28,45.28,41.38,36.46,43.35,720.7,1.22,1.29
337.91,18.39,3.47,88.47,41.8,15.7,102.24,1.29,1.28,43.87,40.31,35.75,42.02,720.3,1.21,1.28
329.44,18.43,3.47,88.48,41.82,15.7,102.31,1.28,1.28,45.74,42.34,37.98,44.14,719.9,1.21,1.28
332.73,18.36,3.47,88.48,41.87,15.7,102.1,1.29,1.28,46.61,43.19,38.79,45.02,720.2,1.21,1.28
337.76,18.37,3.47,88.48,41.9,15.7,102.21,1.29,1.28,43.79,40.44,35.78,42.12,720.1,1.21,1.28
328.53,18.42,3.46,88.48,41.93,15.7,102.43,1.29,1.28,44.17,40.67,36.42,42.12,720.4,1.21,1.28
328.75,18.38,3.45,88.48,41.86,15.7,102.16,1.28,1.27,45.08,42.11,37.18,43.89,720.4,1.21,1.28
336.27,18.36,3.45,88.48,41.77,15.7,102.06,1.28,1.28,42.61,38.71,33.24,39.87,720.5,1.21,1.28
337.18,18.39,3.44,88.48,41.67,15.7,102.26,1.28,1.28,33.05,26.76,22.24,28,720.6,1.21,1.28
332.62,18.41,3.45,88.48,41.61,15.7,102.23,1.29,1.27,44.9,41.6,36.97,43.01,720.5,1.22,1.29
336.63,18.37,3.45,88.48,41.65,15.7,102.05,1.29,1.28,55.4,51.91,47.07,53.36,720,1.22,1.29
332.87,18.41,3.45,88.48,41.64,15.7,102.28,1.28,1.28,44.82,41.34,36.81,42.87,720.2,1.22,1.29
329.11,18.41,3.45,88.48,41.62,15.7,102.43,1.28,1.28,46.62,42.68,38.26,44.61,719.8,1.21,1.29
328.05,18.39,3.45,88.48,41.56,15.7,102.01,1.29,1.28,45.37,42.35,37.86,43.64,719.4,1.21,1.28
332.47,18.37,3.44,88.48,41.49,15.7,101.97,1.28,1.28,44.14,40.89,36.39,42.35,719.6,1.21,1.28
335.97,18.38,3.44,88.48,41.51,15.7,102.15,1.28,1.28,41.68,38.44,33.62,39.7,719.5,1.21,1.28
331.89,18.4,3.45,88.48,41.5,15.7,102.1,1.29,1.28,46.66,43.34,38.1,44.73,719.9,1.21,1.28
342.98,18.33,3.45,88.48,41.49,15.7,102.14,1.29,1.28,58.23,51.06,47.49,51.66,720.1,1.21,1.28
343.86,18.38,3.45,88.48,41.51,15.7,102.42,1.28,1.28,38.81,35.61,31.76,37.65,720,1.21,1.28
333.93,18.44,3.46,88.48,41.56,15.7,102.35,1.28,1.28,48.81,41.12,38.3,42.51,720.3,1.22,1.29
343.82,18.33,3.45,88.49,41.54,15.7,102.03,1.29,1.28,47.57,44.44,38.99,45.33,720.1,1.22,1.29
346.78,18.39,3.45,88.48,41.48,15.7,102.17,1.28,1.28,44.36,40.83,36.84,42.15,719.7,1.22,1.29
333.56,18.45,3.45,88.48,41.45,15.7,102.29,1.28,1.28,46.21,43.28,38.15,44.4,719.9,1.22,1.29
328.53,18.41,3.46,88.48,41.43,15.7,102.12,1.29,1.28,40.52,37.19,32.92,38.03,719.7,1.21,1.28
343.75,18.32,3.45,88.48,41.4,15.7,102.21,1.28,1.28,45.47,42.18,37.24,43.24,719.8,1.21,1.28
341.41,18.4,3.46,88.48,41.47,15.7,102.48,1.28,1.27,38.57,35.54,29.46,36.23,720.1,1.22,1.28
332.58,18.44,3.46,88.48,41.59,15.7,102.26,1.29,1.27,44.95,41.51,36.97,42.97,720.2,1.21,1.28
331.89,18.37,3.47,88.48,41.66,15.7,102.13,1.29,1.28,43.79,40.74,36.46,42.48,720.2,1.21,1.28
342.47,18.36,3.47,88.48,41.69,15.7,102.33,1.28,1.28,44.33,41.06,37.03,42.57,720.5,1.22,1.29
334.77,18.43,3.47,88.48,41.72,15.7,102.41,1.28,1.27,29.41,26.58,22.79,28.8,720.4,1.22,1.29
329.66,18.41,3.47,88.48,41.75,15.7,102.2,1.29,1.28,42.85,39.98,35.24,41.83,720.3,1.22,1.29
339.26,18.34,3.47,88.49,41.66,15.7,102.25,1.29,1.28,35.66,33.63,29.65,35.73,720.3,1.22,1.29
340.43,18.38,3.46,88.49,41.6,15.7,102.41,1.29,1.28,44.21,40.15,35.65,41.48,719.7,1.21,1.29
338.64,18.39,3.46,88.49,41.57,15.7,102.12,1.28,1.28,44.5,40.65,36.74,42.51,719.7,1.21,1.28
348.78,18.34,3.45,88.49,41.6,15.7,102,1.29,1.28,48.56,44.88,40.53,46.45,719.6,1.21,1.28
347.8,18.4,3.46,88.48,41.69,15.7,102.19,1.28,1.28,44.47,41.22,35.48,42.15,719.8,1.21,1.28
344.92,18.39,3.47,88.48,41.81,15.7,102.17,1.29,1.28,48.69,46.04,41.83,48.56,720.3,1.21,1.28
353.93,18.34,3.47,88.48,41.84,15.7,101.96,1.29,1.28,46.49,43.1,39.35,44.95,720.3,1.21,1.28
345.13,18.45,3.47,88.48,41.83,15.7,102.16,1.29,1.28,49.31,45.92,41.42,47.59,720.2,1.21,1.28
337.51,18.42,3.47,88.48,41.78,15.7,102.35,1.29,1.28,46.94,43.99,38.46,44.78,720.4,1.21,1.28
344.11,18.36,3.47,88.48,41.8,15.7,101.95,1.29,1.28,41.86,38.71,33.82,40.24,720.4,1.21,1.28
353.16,18.35,3.47,88.48,41.83,15.7,101.9,1.29,1.28,46.4,42.85,38.04,44.45,720.2,1.21,1.28
345.54,18.42,3.48,88.48,41.89,15.7,102.12,1.29,1.28,48.31,44.76,40.38,46.68,719.7,1.21,1.28
339,18.41,3.48,88.49,41.99,15.7,102.03,1.28,1.28,46.43,41.73,37.51,43.76,719.4,1.21,1.28
344.77,18.36,3.48,88.48,42.04,15.7,101.9,1.29,1.28,44.79,40.83,36.74,43.02,720,1.21,1.28
347.69,18.38,3.48,88.48,42.1,15.7,102.2,1.29,1.28,45.17,41.33,36.06,42.73,720.1,1.21,1.28
338.56,18.43,3.48,88.48,42.12,15.7,102.27,1.29,1.28,47.09,42.92,38.62,44.51,720,1.21,1.28
337.32,18.39,3.48,88.49,42.11,15.7,101.97,1.29,1.28,46.4,42.94,37.92,44.58,720.5,1.21,1.28
340.57,18.39,3.47,88.49,42.09,15.7,102.05,1.28,1.28,41.63,38.26,33.67,40.02,720.3,1.21,1.28
333.78,18.42,3.47,88.49,42.07,15.7,102.3,1.28,1.28,47.8,43.97,39.44,45.77,720.5,1.21,1.28
333.2,18.38,3.47,88.49,42.1,15.7,102.14,1.29,1.28,46.58,42.6,37.94,43.92,720.5,1.21,1.28
340.24,18.36,3.46,88.49,42.1,15.7,102.19,1.29,1.28,38.16,33.03,27.49,33.93,719.9,1.21,1.29
337.62,18.4,3.46,88.49,42.05,15.7,102.38,1.28,1.28,44.08,40.28,35.65,42.2,719.7,1.21,1.28
330.97,18.42,3.46,88.49,42.01,15.7,102.23,1.28,1.28,37.54,34.25,29.43,36.33,719.6,1.21,1.28
330.94,18.38,3.46,88.49,41.95,15.7,101.93,1.29,1.28,47.39,43.6,39.22,45.29,719.5,1.21,1.28
336.38,18.37,3.45,88.49,41.89,15.7,102.1,1.28,1.28,49.46,46.05,41.38,47.37,720.1,1.21,1.28
330.5,18.41,3.45,88.49,41.9,15.7,102.24,1.29,1.28,45.68,42.11,37.5,43.8,720.2,1.21,1.28
330.32,18.38,3.45,88.49,41.86,15.7,101.91,1.29,1.28,43.55,38.76,35.4,40.92,719.8,1.21,1.28
