Extruder 1 current,Extruder speed,Extruder 1 head pressure,Extruder 1 head temperature,Calender 1 current,Calender 1 speed,Calender 1 film temperature,Calender 1 drive side roller distance,Calender 1 operation side roller distance,"Calender 1 drive side
Upper chamber pressure","Calvestor 1 drive side
Lower chamber pressure ","Calender 1 operating side
Upper chamber pressure ","Calves 1 operating side
Lower chamber pressure",calender width,Thickness measurement drive side,thickness measurement operation side
341.89,3.51,2.88,82.83,58.47,3,79.28,1.23,1.22,48.37,35.63,31.59,46.05,710.1,1.2,1.29
343.02,3.51,2.87,82.83,58.53,3,79.35,1.23,1.22,50.19,37.74,33.35,47.88,710.3,1.2,1.29
347.18,3.49,2.87,82.84,58.56,3,79.36,1.23,1.22,49.37,37.03,32.51,47.14,710.2,1.21,1.29
347.18,3.49,2.87,82.84,58.59,3,79.38,1.23,1.22,48.98,36.5,31.92,46.71,710.5,1.21,1.29
348.42,3.5,2.87,82.83,58.52,3,79.38,1.23,1.22,51.61,38.55,34.11,48.42,710.6,1.21,1.29
347.18,3.51,2.87,82.83,58.55,3,79.43,1.23,1.22,48.89,36.17,32.14,46.47,710.6,1.21,1.29
347.18,3.51,2.87,82.83,58.55,3,79.43,1.23,1.22,48.89,36.17,32.14,46.47,710.6,1.21,1.29
346.3,3.51,2.87,82.83,58.52,3,79.43,1.23,1.22,49.46,37.01,32.77,47.09,710.2,1.21,1.3
346.52,3.51,2.87,82.84,58.42,3,79.46,1.23,1.22,50.27,37.37,33.84,48.03,710.1,1.21,1.3
347.98,3.5,2.87,82.83,58.46,3,79.4,1.23,1.22,49.54,36.04,31.68,46.59,709.9,1.21,1.29
348.71,3.5,2.88,82.84,58.52,3,79.34,1.23,1.22,50.39,37.61,33.24,47.59,710,1.21,1.3
348.31,3.51,2.88,82.84,58.48,3,79.21,1.23,1.22,49.39,37.1,33.05,47.45,710.4,1.21,1.29
348.31,3.51,2.88,82.84,58.43,3,79.21,1.23,1.22,49.39,37.1,33.05,47.45,710.7,1.21,1.29
348.16,3.51,2.88,82.83,58.45,3,79.09,1.23,1.22,49.36,36.91,32.75,46.97,711,1.21,1.29
347.47,3.52,2.88,82.84,58.45,3,79.1,1.23,1.22,40.82,28.57,25.08,38.93,710.9,1.21,1.29
348.78,3.51,2.88,82.83,58.38,3,79.29,1.23,1.22,50.81,38.8,34.73,48.75,710.7,1.21,1.3
348.78,3.51,2.88,82.83,58.38,3,79.29,1.23,1.22,50.81,38.8,34.73,48.75,710.7,1.21,1.3
352.51,3.49,2.88,82.84,58.27,3,79.28,1.23,1.22,49.65,37.22,33.07,47.09,710.3,1.21,1.3
352.51,3.49,2.88,82.84,58.27,3,79.28,1.23,1.22,49.65,37.22,33.07,47.09,710.3,1.21,1.3
354,3.51,2.87,82.85,58.29,3,79.36,1.23,1.22,53.98,42.15,37.07,51.92,710.7,1.22,1.3
355.68,3.5,2.87,82.84,58.29,3,79.19,1.23,1.22,49.81,37.64,33.73,47.7,711.1,1.22,1.3
355.68,3.5,2.87,82.84,58.29,3,79.19,1.23,1.22,49.81,37.64,33.73,47.7,711.1,1.22,1.3
356.08,3.51,2.87,82.85,58.26,3,79.2,1.23,1.22,49.93,37.51,33.56,47.85,711.3,1.22,1.3
355.06,3.52,2.87,82.85,58.27,3,79.23,1.23,1.22,51.32,39.12,34.81,49.23,710.6,1.22,1.3
354.22,3.52,2.88,82.84,58.26,3,79.25,1.23,1.22,47.62,35.29,28.96,44.39,710.3,1.22,1.3
354.22,3.52,2.88,82.84,58.22,3,79.42,1.23,1.22,50.16,37.98,33.82,47.84,710.3,1.22,1.31
354.7,3.51,2.88,82.85,58.26,3,79.39,1.23,1.22,50.9,38.86,34.6,48.59,711,1.22,1.31
355.57,3.5,2.88,82.84,58.32,3,79.36,1.23,1.22,49.32,37.17,33.27,47.28,710.7,1.22,1.31
353.93,3.52,2.88,82.85,58.29,3,79.37,1.23,1.22,49.72,37.69,33.43,47.48,710.9,1.22,1.31
350.97,3.52,2.88,82.84,58.27,3,79.32,1.23,1.22,44.23,30.67,29.81,44.12,711.1,1.22,1.31
350.94,3.51,2.88,82.85,58.34,2.99,79.23,1.23,1.22,48.62,36.46,32.07,46.37,711.4,1.22,1.31
349.59,3.51,2.88,82.85,58.3,3,79.25,1.23,1.22,49.81,37.83,33.35,47.7,711,1.22,1.31
347.29,3.52,2.88,82.85,58.21,3,79.32,1.23,1.22,40.12,27.47,24.03,37.44,710.8,1.22,1.31
348.16,3.51,2.88,82.85,58.19,3,79.32,1.23,1.22,48.84,36.45,32.44,46.44,710.5,1.22,1.31
349.44,3.5,2.88,82.85,58.24,3,79.34,1.23,1.22,48.39,36.32,32.37,46.4,710.9,1.22,1.31
352.69,3.49,2.88,82.86,58.29,3,79.34,1.23,1.22,49.69,37.27,33.43,47.33,711,1.22,1.31
355.61,3.5,2.87,82.85,58.22,3,79.42,1.23,1.22,50.75,38.58,34.55,48.59,711,1.22,1.3
357.25,3.5,2.87,82.86,58.17,3,79.39,1.23,1.22,48.97,36.71,32.53,46.69,711.1,1.22,1.3
360.35,3.49,2.87,82.85,58.17,3,79.38,1.23,1.22,50.94,38.85,34.91,49.03,711.2,1.21,1.3
362.14,3.5,2.87,82.86,58.15,3,79.42,1.23,1.22,49.24,37.03,32.57,47.01,710.9,1.21,1.3
359.55,3.51,2.87,82.86,58.06,3,79.23,1.23,1.22,48.77,36.44,32.06,46.5,710.5,1.21,1.29
359.55,3.51,2.87,82.86,58.06,3,79.23,1.23,1.22,48.77,36.44,32.06,46.5,710.5,1.21,1.29
359.55,3.51,2.87,82.87,58.08,3,79.19,1.23,1.22,49.49,37.89,34.85,47.99,710.4,1.21,1.29
359.59,3.52,2.87,82.86,58.14,3,79.19,1.23,1.22,50.54,38.43,34.6,48.4,710.5,1.21,1.29
357.8,3.52,2.87,82.87,58.18,3,79.13,1.23,1.22,64.25,52.38,48.65,61.89,710.7,1.2,1.29
355.72,3.53,2.87,82.87,58.1,3,79.14,1.23,1.22,49.87,39.74,35.26,49.46,711.1,1.2,1.28
352.65,3.53,2.87,82.86,58.15,3,79.14,1.23,1.22,49.4,38.74,34.22,48.75,711.2,1.2,1.28
352.65,3.53,2.87,82.86,58.15,3,79.14,1.23,1.22,49.4,38.74,34.22,48.75,711.2,1.2,1.28
349.51,3.53,2.87,82.86,58.23,3,79.23,1.23,1.22,59.6,50.45,44.31,59.01,710.6,1.2,1.28
346.16,3.53,2.87,82.86,58.19,3,79.28,1.23,1.22,49.75,37.49,33.13,47.75,710.6,1.2,1.28
344.44,3.52,2.87,82.86,58.12,3,79.33,1.23,1.22,64.1,53.46,51.21,64.74,710.4,1.2,1.28
342.69,3.52,2.86,82.86,58.13,3,79.46,1.23,1.22,47.72,35.45,31.08,45.42,710.9,1.2,1.28
342.36,3.51,2.86,82.86,58.17,3,79.55,1.23,1.22,54.8,41.9,37.59,51.71,710.8,1.2,1.28
342.4,3.51,2.86,82.86,58.12,3,79.42,1.23,1.22,50.21,37.95,33.61,47.99,710.8,1.2,1.28
343.82,3.5,2.86,82.86,58.08,3,79.31,1.23,1.22,61.85,50.65,46.44,60.49,711,1.21,1.28
344.44,3.51,2.85,82.87,58.09,3,79.32,1.23,1.22,50.71,38.67,34.1,48.56,711,1.21,1.28
347.62,3.5,2.85,82.86,58.11,3,79.4,1.23,1.22,49.29,38.97,33.49,48.91,710.7,1.21,1.29
348.13,3.51,2.85,82.86,58.07,3,79.37,1.23,1.22,51.92,39.49,34.44,48.62,710.5,1.21,1.29
346.81,3.52,2.85,82.87,58.14,3,79.3,1.23,1.22,27.79,16.35,12.22,26.12,710.3,1.21,1.29
346.81,3.51,2.85,82.86,58.13,3,79.2,1.23,1.22,50.84,38.44,34.05,48.49,710.8,1.21,1.29
345.83,3.51,2.86,82.87,58.14,3,79.18,1.23,1.22,43.95,32.91,28.6,42.68,710.5,1.21,1.29
346.34,3.51,2.86,82.86,58.19,2.99,79.13,1.23,1.22,50.55,38.4,33.89,48.39,710.6,1.21,1.29
346.92,3.51,2.86,82.87,58.17,3,79.07,1.23,1.22,45.46,32.01,27.63,41.6,710.8,1.21,1.29
346.12,3.51,2.86,82.86,58.14,3,79.02,1.23,1.22,49.91,37.81,33.43,47.96,710.8,1.21,1.29
344.04,3.52,2.86,82.87,58.11,3,79.09,1.23,1.22,50.93,38.86,34.38,49.04,710.3,1.21,1.29
344.04,3.52,2.86,82.87,58.11,3,79.09,1.23,1.22,50.93,38.86,34.38,49.04,710.3,1.21,1.29
339.81,3.52,2.86,82.87,58.08,3,79.08,1.23,1.22,49.58,37.53,32.65,47.06,710.3,1.21,1.29
339.81,3.52,2.86,82.87,58.08,3,79.07,1.23,1.22,49.29,37.81,33.7,47.58,710.3,1.21,1.29
339.08,3.52,2.86,82.87,58.13,3,79.1,1.23,1.22,46.65,35.42,31.98,45.88,710.3,1.21,1.29
336.92,3.52,2.86,82.87,58.11,3,79.16,1.23,1.22,49.4,37.39,33.04,47.15,710.6,1.21,1.3
337.73,3.5,2.86,82.87,58.01,3,79.22,1.23,1.22,35.54,23.65,18.49,32.97,710.9,1.21,1.3
339.08,3.51,2.86,82.87,58,3,79.26,1.23,1.22,49.74,37.87,33.51,47.52,711.4,1.21,1.3
339.48,3.51,2.85,82.87,58.06,2.99,79.33,1.23,1.22,45.47,33.6,29.85,43.98,710.9,1.21,1.3
341.05,3.5,2.85,82.87,58,3,79.23,1.23,1.22,49.72,37.64,33.64,47.85,710.6,1.21,1.3
341.67,3.51,2.85,82.87,57.9,3,79.3,1.23,1.22,55.69,44.92,37.94,52.68,710.7,1.21,1.3
340.68,3.51,2.85,82.87,57.87,3,79.34,1.23,1.22,49.85,37.54,33.46,47.43,710.5,1.21,1.3
340.68,3.51,2.85,82.87,57.88,3,79.34,1.23,1.22,48.44,36.41,32.18,46.32,710.6,1.21,1.3
340.97,3.51,2.85,82.88,57.91,3,79.36,1.23,1.22,42.02,30.26,26.7,39.93,710.7,1.22,1.3
341.7,3.51,2.85,82.87,57.85,3,79.29,1.23,1.22,49.37,37.3,33.28,47.01,711.1,1.22,1.31
341.7,3.51,2.85,82.87,57.85,3,79.29,1.23,1.22,49.37,37.3,33.28,47.01,711.1,1.22,1.31
340.13,3.51,2.85,82.87,57.89,3,79.25,1.23,1.22,56.48,44.37,40.08,54.51,711.2,1.22,1.31
339.66,3.51,2.85,82.87,57.98,3,79.34,1.23,1.22,50.15,38.2,33.58,47.73,710.7,1.22,1.31
339.66,3.51,2.85,82.87,57.98,3,79.34,1.23,1.22,50.15,38.2,33.58,47.73,710.7,1.22,1.31
338.2,3.52,2.85,82.87,57.96,2.99,79.39,1.23,1.22,47.81,35.58,31.35,45.52,711,1.22,1.31
336.38,3.51,2.85,82.88,57.92,2.99,79.25,1.23,1.22,54.87,43.15,37.94,53.01,711,1.22,1.31
336.38,3.51,2.85,82.88,57.92,2.99,79.25,1.23,1.22,54.87,43.15,37.94,53.01,711,1.22,1.31
335.13,3.51,2.85,82.87,58.45,3.2,79.29,1.23,1.22,48.32,35.72,31.69,46.02,711,1.22,1.31
341.56,3.75,2.85,82.88,58.52,3.3,79.37,1.23,1.22,49.3,36.85,32.66,47.22,711.2,1.22,1.31
345.57,3.86,2.86,82.88,58.69,3.4,79.28,1.23,1.22,49.55,37.09,32.72,47.49,711.3,1.22,1.3
350.65,3.98,2.87,82.87,58.84,3.5,79.27,1.23,1.22,49.73,36.65,32.78,47.1,710.9,1.22,1.3
356.16,4.09,2.89,82.88,59.02,3.6,79.36,1.23,1.22,54.04,41.57,36.62,51.69,710.7,1.22,1.3
362.03,4.21,2.9,82.88,59.07,3.7,79.47,1.23,1.22,49.29,36,32.43,47.4,710.5,1.21,1.3
371.82,4.44,2.94,82.88,59.44,3.9,79.45,1.23,1.22,44.75,30.91,26.81,41.7,710.9,1.21,1.29
371.82,4.44,2.94,82.88,59.44,3.9,79.45,1.23,1.22,44.75,30.91,26.81,41.7,710.9,1.21,1.29
375.14,4.57,2.96,82.88,59.54,4,79.41,1.23,1.22,45.8,31.9,27.72,42.83,711,1.21,1.29
378.02,4.7,2.98,82.89,58.9,4.1,79.51,1.23,1.22,60.37,47,41.79,56.92,711,1.21,1.29
377.73,4.81,3,82.89,59.64,4.18,79.61,1.23,1.22,45.38,33.19,28.31,44.17,710.4,1.21,1.28
377.51,4.92,3.02,82.89,59.97,4.29,79.61,1.23,1.23,36.9,20.94,16.84,31.44,710.3,1.21,1.28
377.62,5.05,3.03,82.89,60.18,4.4,79.7,1.23,1.23,37.51,21.83,17.48,32.49,710.6,1.2,1.28
377.47,5.16,3.05,82.89,60.44,4.5,79.81,1.23,1.22,38.9,25.29,22.28,37.82,710.6,1.2,1.28
376.34,5.29,3.06,82.89,60.63,4.6,79.79,1.23,1.22,53.61,40.18,35.99,51.23,711,1.2,1.28
377.4,5.4,3.07,82.89,60.88,4.7,79.72,1.23,1.22,39.31,29.35,22.75,39.87,710.5,1.2,1.28
384.66,5.62,3.09,82.9,61.11,4.9,79.93,1.23,1.22,64.83,51.06,47.35,62.97,710.2,1.21,1.28
384.66,5.62,3.09,82.9,61.11,4.9,79.93,1.23,1.22,64.83,51.06,47.35,62.97,710.3,1.21,1.28
388.13,5.88,3.1,82.9,61.31,5.1,80.1,1.23,1.22,50.52,37.45,33.01,48.58,711,1.21,1.29
388.97,5.99,3.12,82.9,61.4,5.2,80.14,1.23,1.22,59.89,46.24,43.02,58.73,710.5,1.21,1.29
388.97,5.99,3.12,82.9,61.4,5.2,80.14,1.23,1.22,59.89,46.24,43.02,58.73,710.5,1.21,1.29
389.15,6.24,3.14,82.9,61.49,5.4,80.36,1.23,1.22,67.34,51.33,47.16,62.3,710.2,1.21,1.29
389.15,6.24,3.14,82.9,61.49,5.4,80.36,1.23,1.22,67.34,51.33,47.16,62.3,710.2,1.21,1.29
388.5,6.36,3.16,82.9,61.49,5.51,80.51,1.23,1.22,47.94,33.6,29.41,45.45,710.6,1.21,1.29
388.06,6.56,3.17,82.9,61.57,5.7,80.8,1.23,1.22,47.97,33.12,29.25,45.35,710.1,1.22,1.3
388.06,6.56,3.17,82.9,61.57,5.7,80.8,1.23,1.22,47.97,33.12,29.25,45.35,710.1,1.22,1.3
395.17,6.66,3.18,82.9,61.54,5.81,80.87,1.23,1.22,46.78,29.89,27.33,42.67,709.8,1.22,1.3
401.82,6.78,3.19,82.91,61.54,5.9,81.02,1.23,1.22,54.25,40.14,36.32,52.16,710.3,1.22,1.3
400.58,6.93,3.2,82.91,61.53,6,80.94,1.23,1.22,50.13,34.23,29.92,46.53,710.8,1.22,1.3
396.01,7.08,3.21,82.91,61.59,6.1,80.99,1.23,1.22,53.23,38.5,36,51.03,710.1,1.22,1.31
394.59,7.17,3.22,82.91,61.65,6.21,80.98,1.23,1.22,51.76,35.86,29.97,46.72,709.7,1.22,1.31
391.56,7.3,3.23,82.91,61.63,6.31,81.06,1.23,1.22,46.9,32.3,28.16,44.93,710.4,1.22,1.31
380.1,7.55,3.24,82.91,61.64,6.51,81.51,1.23,1.22,53.9,39.3,34.9,51.78,709.7,1.22,1.31
380.1,7.55,3.24,82.91,61.64,6.51,81.51,1.23,1.22,53.9,39.3,34.9,51.78,709.7,1.22,1.31
381.01,7.64,3.24,82.91,61.52,6.61,81.68,1.23,1.23,51.1,34.79,33.53,48.53,709.5,1.22,1.31
382.84,7.75,3.24,82.91,61.42,6.7,81.88,1.23,1.22,49.97,35.59,29.41,46.3,709.9,1.22,1.31
380.03,8,3.25,82.91,61.36,6.81,81.74,1.23,1.22,55.44,39.81,36.17,52.22,710,1.22,1.31
380.03,8,3.25,82.91,61.28,6.9,81.74,1.23,1.22,55.44,39.81,36.17,52.22,709.4,1.22,1.31
378.42,8.22,3.26,82.92,61.2,7.11,81.76,1.23,1.22,52.51,37.56,35.29,50.93,709.9,1.22,1.3
378.42,8.22,3.26,82.92,61.2,7.11,81.76,1.23,1.22,52.51,37.56,35.29,50.93,709.9,1.22,1.3
377.18,8.35,3.27,82.91,61.17,7.2,81.93,1.23,1.22,56.65,41.49,38.02,53.9,709.5,1.22,1.3
377.25,8.56,3.28,82.92,61.08,7.4,82.06,1.23,1.22,50.32,31.48,30.52,46.07,709.6,1.22,1.3
377.25,8.56,3.28,82.92,61.08,7.4,82.06,1.23,1.22,50.32,31.48,30.52,46.07,709.6,1.22,1.3
376.09,8.82,3.29,82.92,60.88,7.61,82.12,1.25,1.25,46.85,34.47,29.97,44.07,709.5,1.22,1.3
376.09,8.82,3.29,82.92,60.88,7.61,82.12,1.25,1.25,46.85,34.47,29.97,44.07,709.5,1.22,1.3
373.13,8.94,3.3,82.92,60.65,7.71,82.23,1.26,1.25,50.98,37.9,34.2,49.23,709.4,1.22,1.3
372.84,9.17,3.31,82.92,60.39,7.91,82.31,1.26,1.25,51.67,36.26,31.32,47.04,712.6,1.22,1.3
372.84,9.17,3.31,82.92,60.39,7.91,82.31,1.26,1.25,51.67,36.26,31.32,47.04,712.6,1.22,1.3
373.13,9.28,3.32,82.92,60.2,8.01,82.47,1.26,1.25,54.34,39.87,36.66,53.1,712.8,1.22,1.3
375.14,9.39,3.32,82.93,59.96,8.11,82.36,1.26,1.25,28.54,15.95,11.31,27.31,713.6,1.22,1.3
380.47,9.49,3.33,82.93,59.75,8.21,82.43,1.25,1.25,58.95,45.57,41.57,56.6,713.4,1.23,1.31
384.08,9.62,3.33,82.93,59.6,8.31,82.54,1.26,1.25,49.16,35.67,31.14,46.56,713.4,1.23,1.31
379.41,9.77,3.33,82.93,59.36,8.41,82.64,1.26,1.25,53.99,41.28,37.38,52.05,714,1.24,1.32
374.84,9.89,3.34,82.93,59.19,8.5,82.69,1.26,1.25,45.37,31.43,28.1,42.51,713.9,1.24,1.32
366.92,10.02,3.34,82.93,58.99,8.61,82.68,1.26,1.25,76.4,64.14,60.34,75.45,713.5,1.24,1.33
367.44,10.1,3.35,82.94,58.71,8.71,82.67,1.26,1.25,59.26,46.29,40.28,55.67,714,1.25,1.33
369.74,10.21,3.34,82.94,58.61,8.8,82.71,1.26,1.25,42.4,29.98,26.25,41.37,712.9,1.25,1.33
369.63,10.34,3.34,82.94,58.1,8.92,82.85,1.26,1.25,53.32,39.39,33.34,49.33,712.6,1.25,1.34
373.06,10.44,3.35,82.94,57.77,9.02,82.97,1.26,1.25,49.29,36.88,32.37,47.61,713.1,1.25,1.34
376.45,10.57,3.35,82.94,57.26,9.11,82.97,1.26,1.25,48.53,35.33,31.07,46.2,712.6,1.25,1.34
376.3,10.79,3.36,82.95,56.89,9.21,82.97,1.26,1.25,56.37,44.08,41.52,55.37,713.1,1.26,1.35
376.3,10.79,3.36,82.95,56.74,9.31,82.86,1.26,1.25,45.61,33.27,29.22,44.48,712.9,1.26,1.35
379.66,11.04,3.37,82.95,56.71,9.5,82.98,1.25,1.25,41.83,29.71,26.89,40.99,712.7,1.26,1.36
379.66,11.04,3.37,82.95,56.71,9.5,82.98,1.25,1.25,41.83,29.71,26.89,40.99,712.7,1.26,1.36
377.29,11.15,3.37,82.95,56.86,9.61,83,1.26,1.25,45.7,33.03,28.75,43.64,712.4,1.26,1.36
374.92,11.29,3.39,82.95,55.9,9.72,82.89,1.26,1.25,58.23,44.33,46.56,60.83,712.4,1.27,1.36
375.83,11.4,3.4,82.95,55.69,9.81,82.87,1.26,1.25,54.03,39.72,36.94,51.35,713.1,1.27,1.36
383.17,11.47,3.4,82.95,55.62,9.9,82.95,1.26,1.25,61.74,51.85,46.41,60.99,712.3,1.27,1.36
384.77,11.61,3.41,82.95,55.58,10,83.03,1.25,1.25,52.29,39.36,35.15,49.68,712.8,1.27,1.37
382.91,11.74,3.42,82.95,55.43,10.1,83.14,1.26,1.25,49.2,36.85,32.65,47.24,712.4,1.27,1.37
374.95,11.9,3.43,82.96,54.42,10.23,83.21,1.26,1.25,51.48,38.9,34.69,48.91,712.3,1.27,1.37
368.6,12.03,3.44,82.96,54.67,10.3,83.09,1.26,1.25,62.09,48.86,44.24,59.1,712.9,1.27,1.37
370.21,12.07,3.45,82.96,54.53,10.41,83.03,1.26,1.25,40.61,28.04,23.16,37.46,712.5,1.27,1.37
374.11,12.35,3.46,82.97,53.35,10.6,83.07,1.26,1.25,47.98,35.14,31.66,45.78,711.8,1.28,1.38
374.11,12.35,3.46,82.97,53.35,10.6,83.07,1.26,1.25,47.98,35.14,31.66,45.78,711.8,1.28,1.38
369.59,12.46,3.47,82.97,53.51,10.7,83.06,1.26,1.25,34.49,21.81,17.28,31.53,712.1,1.28,1.38
367.33,12.57,3.47,82.97,53.22,10.81,82.97,1.26,1.25,48.17,36.4,32,46.21,712.5,1.29,1.38
367.33,12.67,3.47,82.97,52.61,10.91,82.85,1.26,1.25,46.39,34.94,30.44,44.69,712.1,1.29,1.38
376.23,12.91,3.48,82.98,52.41,11.01,82.87,1.26,1.25,49.82,38.77,34.65,48.23,712.5,1.29,1.39
370.87,13.06,3.5,82.98,51.92,11.12,82.87,1.26,1.25,49.82,38.77,34.65,48.23,711.2,1.3,1.39
370.87,13.06,3.5,82.98,51.79,11.21,82.91,1.26,1.25,52.67,41.82,37.44,50.77,711.7,1.3,1.39
371.74,13.15,3.5,82.98,51.41,11.31,82.88,1.26,1.25,39.09,28.77,22.01,36.95,710.9,1.3,1.39
374.44,13.26,3.51,82.98,51.07,11.41,82.83,1.25,1.25,58.61,49.56,44.72,58.88,711.4,1.31,1.39
369.26,13.41,3.52,82.99,50.73,11.51,82.75,1.25,1.25,42.25,29.42,25.06,38.37,710.8,1.31,1.4
365.36,13.52,3.52,82.99,50.41,11.61,82.74,1.26,1.25,49.81,38.97,35.45,48.42,710.7,1.31,1.4
364.66,13.73,3.53,82.99,49.56,11.82,82.73,1.26,1.25,53.78,43.3,38.9,51.9,710.1,1.31,1.4
364.66,13.73,3.53,82.99,49.56,11.82,82.73,1.26,1.25,53.78,43.3,38.9,51.9,710.1,1.31,1.4
373.06,13.82,3.53,82.99,49.11,11.91,82.7,1.26,1.25,49.88,38.8,34.78,47.82,710,1.31,1.4
363.42,14.02,3.54,82.99,48.53,11.91,82.61,1.26,1.25,51.99,41.8,37.42,50.1,709.5,1.31,1.4
362.65,13.95,3.55,83,48.08,11.91,82.5,1.26,1.25,49.27,38.88,34.47,47.51,709.8,1.31,1.4
357.54,13.99,3.55,83,47.64,11.91,82.41,1.26,1.25,48.58,37.71,33.46,46.47,709.2,1.31,1.4
356.78,13.94,3.56,83,47.25,11.91,82.34,1.25,1.25,45.68,35.88,30.36,44.34,710.4,1.31,1.4
356.74,13.97,3.56,83,46.43,11.91,82.17,1.26,1.25,47.17,36.79,31.85,45.58,710.2,1.31,1.39
355.5,13.96,3.56,83,45.94,11.91,82.18,1.26,1.25,32.14,21.58,18.63,31.08,709.9,1.3,1.39
355.5,13.96,3.56,83,45.94,11.91,82.18,1.26,1.25,32.14,21.58,18.63,31.08,709.9,1.3,1.39
353.2,13.96,3.56,83.01,45.49,11.91,82.19,1.25,1.25,53.14,42.06,38.16,50.66,710.7,1.3,1.39
356.85,13.94,3.55,83.01,45.12,11.91,82.09,1.26,1.25,41.32,31.85,26.6,39.72,710,1.3,1.39
351.89,13.97,3.55,83.01,44.79,11.91,82.02,1.25,1.25,39.37,30.37,25.36,37.88,710.1,1.3,1.39
355.14,13.93,3.55,83.02,44.51,11.91,81.92,1.26,1.25,42.52,32.78,28.52,40.41,709.4,1.3,1.39
357.87,13.94,3.55,83.02,44.24,11.9,81.87,1.26,1.25,47.68,38.35,34.17,45.88,710.1,1.3,1.39
358.6,13.94,3.55,83.02,43.99,11.9,81.72,1.26,1.25,43.76,34.29,30.24,41.75,709.6,1.3,1.38
357.43,13.96,3.55,83.02,43.77,11.9,81.69,1.26,1.25,46.06,36.81,32.24,44.13,709.5,1.29,1.38
352.36,13.96,3.55,83.03,43.64,11.9,81.73,1.25,1.25,49.03,38.79,35.19,47.08,710.1,1.29,1.38
352.4,13.95,3.55,83.03,43.59,11.9,81.63,1.26,1.25,42.79,34.59,31.01,42.18,710.1,1.29,1.38
351.45,13.94,3.55,83.03,43.57,11.9,81.5,1.26,1.25,43.27,32.97,27.81,39.87,710.6,1.3,1.38
351.05,13.94,3.55,83.03,43.55,11.9,81.5,1.26,1.25,45.95,37.57,32.78,44.78,710.6,1.3,1.38
349.41,13.95,3.55,83.04,43.47,11.9,81.51,1.26,1.25,45.73,36.91,32.81,44.68,711.4,1.3,1.38
342.11,13.97,3.54,83.04,43.36,11.9,81.49,1.26,1.25,45.63,37.7,32.46,44.63,711.5,1.3,1.39
343.89,13.93,3.54,83.05,43.26,11.9,81.48,1.25,1.25,46.87,38.16,33.42,44.91,712.1,1.3,1.38
349.37,13.91,3.54,83.05,43.16,11.9,81.52,1.26,1.25,44.45,36.19,31.27,42.63,712.7,1.3,1.39
355.54,13.91,3.55,83.05,43.15,11.9,81.65,1.26,1.25,62.61,56.6,52.39,63.26,713.7,1.3,1.39
359.81,13.92,3.55,83.05,43.15,11.9,81.71,1.26,1.25,55.36,47.48,43.9,54.59,713.8,1.3,1.39
353.06,13.97,3.56,83.06,43.17,11.9,81.61,1.26,1.25,43.18,34.59,30.11,41.23,714.5,1.3,1.39
355.32,13.92,3.56,83.06,43.16,11.9,81.53,1.26,1.25,51.51,43.21,38.35,49.37,714.2,1.3,1.39
355.32,13.92,3.56,83.06,43.09,11.9,81.66,1.26,1.25,44.68,36.49,31.47,42.76,714.6,1.29,1.38
353.53,13.94,3.55,83.07,43.02,11.9,81.82,1.26,1.25,45.77,37.77,32.78,43.83,714.5,1.29,1.38
355.72,13.94,3.55,83.07,43.04,11.9,81.95,1.26,1.25,46.15,38.2,32.78,44.28,714.9,1.29,1.38
351.78,13.96,3.55,83.07,43.1,11.9,81.86,1.25,1.25,44.21,36.04,31.04,42.01,714.9,1.29,1.38
352.47,13.92,3.55,83.08,43.11,11.9,81.78,1.26,1.25,50.29,41.73,37.36,47.74,715.1,1.29,1.38
348.64,13.96,3.54,83.08,43.15,11.9,81.86,1.26,1.25,45.92,38.16,34.02,45.44,715.4,1.29,1.38
346.78,13.94,3.54,83.08,43.14,11.9,81.96,1.26,1.25,28.73,21.48,17.4,28.47,715.6,1.29,1.38
345.65,13.94,3.54,83.08,43.1,11.9,82.01,1.26,1.25,36.62,29.21,24.64,36.05,715.8,1.28,1.38
348.64,13.92,3.53,83.08,42.98,11.9,81.94,1.26,1.25,45.07,37.15,32.71,43.33,715.9,1.28,1.38
347.91,13.95,3.53,83.09,42.91,11.9,81.97,1.26,1.25,38.87,31.63,27.34,38.13,715.9,1.28,1.38
344.73,13.95,3.53,83.09,42.88,11.9,82.18,1.26,1.25,44.85,36.73,32.03,42.76,715.9,1.28,1.38
342.58,13.93,3.53,83.1,42.84,11.9,82.29,1.25,1.25,43.33,35.22,31.08,41.62,715.8,1.27,1.37
342.58,13.93,3.53,83.1,42.84,11.9,82.29,1.25,1.25,43.33,35.22,31.08,41.62,715.8,1.27,1.37
350.97,13.9,3.54,83.1,42.84,11.9,82.21,1.25,1.25,44.66,36.19,32.39,42.21,715,1.27,1.36
348.71,13.95,3.54,83.11,42.84,11.9,82.28,1.26,1.25,43.45,36.16,32.13,42.6,714.6,1.26,1.36
347.65,13.95,3.54,83.11,42.83,11.9,82.36,1.26,1.25,45.76,38.17,33.78,44.19,714.9,1.26,1.36
340.57,13.96,3.54,83.11,42.86,11.9,82.44,1.26,1.25,47.86,40.29,35.68,46.19,714.6,1.26,1.35
345.9,13.91,3.54,83.12,42.87,11.9,82.36,1.26,1.25,35.38,28.63,23.47,34.97,714.7,1.26,1.35
349.08,13.92,3.54,83.12,42.89,11.9,82.32,1.26,1.25,46.65,38.56,33.42,44.49,714,1.26,1.35
